"Display Name","Publisher","crypto","dns","fs","http","os","path","tls","dgram","zlib","cluster","process"
"SVG","jock","False","False","True","True","True","True","False","False","False","False","True"
"C/C++ Debugging with Flags","Utsav Munendra","False","False","False","False","False","False","False","False","False","False","False"
"Andromeda","Eliver  Lara","False","False","False","False","False","False","False","False","False","False","False"
"Twig","whatwedo","False","False","False","False","False","False","False","False","False","False","False"
"Turbo Console Log","ChakrounAnas","False","False","False","False","True","False","False","False","False","False","True"
"Ionide for F#","Ionide","False","False","True","True","True","True","False","False","False","False","True"
"Guides","spywhere","False","False","False","False","True","False","False","False","False","False","False"
"Lua","sumneko","False","False","False","False","False","False","False","False","False","False","False"
"Jest Runner","firsttris","False","False","True","True","True","True","False","False","False","False","True"
"Move TS - Move TypeScript files and update relative imports","stringham","False","False","True","False","True","True","False","False","False","False","True"
"Partial Diff","Ryuichi Inagaki","False","False","True","True","True","True","False","False","False","False","True"
"SQL Formatter","adpyke","False","False","False","False","False","False","False","False","False","False","False"
"GraphQL for VSCode","Kumar Harsh","False","False","True","False","True","True","False","False","False","False","False"
"Lombok Annotations Support for VS Code","Microsoft","False","False","True","True","True","True","False","False","False","False","True"
"Shader languages support for VS Code","slevesque","False","False","True","True","True","True","False","False","False","False","True"
"Azure Virtual Machines","Microsoft","True","False","True","True","True","True","False","False","False","False","True"
"vue-beautify","peakchen90","False","False","False","False","True","False","False","False","False","False","False"
"CodeMetrics","Kiss Tamás","False","False","True","True","True","True","False","False","False","False","True"
"Eclipse Keymap","Alphabot Security","False","False","False","False","False","False","False","False","False","False","False"
"Laravel Blade formatter","Shuhei Hayashibara","False","False","True","True","True","True","False","False","False","False","True"
"Laravel Extension Pack","Winnie Lin","False","False","False","False","False","False","False","False","False","False","False"
"MongoDB for VS Code","MongoDB","True","True","True","True","True","True","False","False","False","True","True"
"Cucumber (Gherkin) Full Support","Alexander Krechik","False","False","True","True","True","True","False","False","False","False","True"
"Flow Language Support","Facebook Flow","True","False","True","True","True","True","False","False","False","False","True"
"Italian Language Pack for Visual Studio Code","Microsoft","False","False","False","False","False","False","False","False","False","False","False"
"Angular Files","Alexander Ivanichev","False","False","True","False","True","True","False","False","False","False","False"
"JavaScript Snippet Pack ","Mahmoud Ali","False","False","False","False","False","False","False","False","False","False","False"
"JS JSX Snippets","Nai You Ran","False","False","False","True","False","False","False","False","False","False","False"
"C# Snippets","Jorge Serrano","False","False","False","False","False","False","False","False","False","False","False"
"Cloud Code","Google Cloud","False","False","False","False","False","False","False","False","False","False","False"
"Terraform","Anton Kulikov","False","False","False","False","False","False","False","False","False","False","False"
"Sort lines","Daniel Imms","False","False","False","True","True","True","False","False","False","False","True"
"Markdown Preview Mermaid Support","Matt Bierner","False","False","True","True","True","True","False","False","False","True","True"
"Python Path","Mathias Gesbert","False","False","True","False","True","True","False","False","False","False","False"
"Scala Syntax (official)","scala-lang","False","False","False","False","False","False","False","False","False","False","False"
"Local History","xyz","False","False","True","True","True","True","False","False","False","False","True"
"Tomcat for Java","Wei Shen","False","False","True","True","True","True","False","False","False","False","True"
"stylus","sysoev","False","False","False","True","True","True","False","False","False","False","True"
"AREPL for python","Almenon","False","False","True","True","True","True","False","False","False","False","True"
"Django Template","bibhasdn","False","False","False","False","False","False","False","False","False","False","False"
"ruby-rubocop","misogi","False","False","True","False","True","True","False","False","False","False","True"
"Svelte for VS Code","Svelte","False","False","True","True","True","True","False","False","False","False","True"
"Native Debug","WebFreak","False","False","True","True","True","True","False","False","False","False","True"
"Bootstrap v4 Snippets","Zaczero","False","False","False","False","False","False","False","False","False","False","False"
"HTML Play","bianxianyang","False","False","False","False","False","False","False","False","False","False","False"
"Chat","Arjun Attam","False","False","True","True","True","True","False","False","False","False","True"
"Vue Peek","Dario Fuzinato","False","False","False","False","True","True","False","False","False","False","False"
"Bash Debug","rogalmic","False","False","True","True","True","True","False","False","False","False","True"
"Prisma","Prisma","True","False","True","True","True","True","False","False","False","True","True"
"Live Sass Compiler","Glenn Marks","False","False","True","True","True","True","False","False","False","False","True"
"colorize","kamikillerto","False","False","True","True","True","True","False","False","False","False","False"
"Remote Repositories","Microsoft","False","False","False","False","False","False","False","False","False","False","False"
"SOQL","Salesforce","False","False","True","True","True","True","False","False","False","False","True"
"Resource Monitor","mutantdino","False","False","True","False","True","False","False","False","False","False","False"
".NET Core Test Explorer","Jun Han","False","False","False","False","False","False","False","False","False","False","False"
"Custom CSS and JS Loader","be5invis","False","False","True","True","False","True","False","False","False","False","False"
"Lorem ipsum","Daniel Imms","False","False","False","True","True","True","False","False","False","False","False"
"VS Color Picker","lihui","False","False","False","False","True","False","False","False","False","False","True"
"x86 and x86_64 Assembly","13xforever","False","False","False","False","False","False","False","False","False","False","False"
"PHP","DEVSENSE","False","False","False","False","False","False","False","False","False","False","False"
"Fluent Icons","Miguel Solorio","False","False","False","True","False","True","False","False","False","False","True"
"Darcula Theme","rokoroku","False","False","False","False","False","False","False","False","False","False","False"
"ShellCheck","Timon Wong","False","False","True","True","True","True","False","False","False","False","True"
"filesize","Matheus Kautzmann","False","False","False","False","True","True","False","False","False","False","False"
"Bicep","Microsoft","True","True","True","True","True","True","False","False","False","True","True"
"ARM Template Viewer","Ben Coleman","False","False","True","True","True","True","False","False","False","True","True"
"Linux Themes for VS Code","SolarLiner","False","False","True","False","False","True","False","False","False","False","True"
"Matlab","Xavier Hahn","False","False","True","False","True","True","False","False","False","False","True"
"GraphQL: Syntax Highlighting","GraphQL Foundation","True","False","True","True","True","True","False","False","False","False","True"
"WXML - Language Service","Mora Qiu","False","False","True","True","True","True","False","False","False","False","True"
"Mono Debug","Microsoft","False","False","False","False","False","False","False","False","False","False","False"
"background","shalldie","True","False","True","True","True","True","False","False","False","False","True"
"File Utils","Steffen Leistner","False","False","True","False","True","True","False","False","False","False","True"
"Eva Theme","fisheva","False","False","False","False","False","False","False","False","False","False","False"
"Docker Explorer","Jun Han","False","False","True","True","True","True","False","False","False","False","True"
"clangd","LLVM","False","False","True","True","True","True","False","False","False","False","True"
"Visual Studio Keymap","Microsoft","False","False","False","False","False","False","False","False","False","False","False"
"XML Formatter","Fabian Lauer","False","False","False","False","False","True","False","False","False","False","False"
"SQLTools MySQL/MariaDB","Matheus Teixeira","False","False","True","True","True","True","False","False","False","False","True"
"Regex Previewer","Christof Marti","False","False","False","True","True","False","False","False","False","False","False"
"Better Jinja","Samuel Colvin","False","False","False","True","True","False","False","False","False","False","False"
"Git History Diff","Hui Zhou","False","False","True","True","True","True","False","False","False","False","True"
"Angular 8 and TypeScript/HTML VS Code Snippets","Dan Wahlin","False","False","False","False","False","False","False","False","False","False","False"
"crates","Seray Uzgur","False","False","True","True","True","True","False","False","False","False","True"
"Inkling","Microsoft","False","False","False","False","False","False","False","False","False","False","False"
"Verilog-HDL/SystemVerilog/Bluespec SystemVerilog","mshr-h","False","False","True","True","True","True","False","False","False","False","True"
"Kotlin","fwcd","False","False","True","True","True","True","False","False","False","False","True"
"Include Autocomplete","ajshort","False","False","True","False","True","True","False","False","False","False","True"
"Java Run","caolin","False","False","False","False","True","False","False","False","False","False","True"
"Turkish Language Pack for Visual Studio Code","Microsoft","False","False","False","False","False","False","False","False","False","False","False"
"reStructuredText","LeXtudio Inc.","False","False","True","True","True","True","False","False","False","False","True"
"Better Align","wwm","False","False","False","False","True","False","False","False","False","False","True"
"StandardJS - JavaScript Standard Style (old version)","Sam Chen","False","False","True","True","True","True","False","False","False","False","True"
"vscode-styled-components","Styled Components","False","False","False","True","True","False","False","False","False","False","True"
"htmltagwrap","Brad Gashler","False","False","True","False","True","False","False","False","False","False","True"
"PostgreSQL","Chris Kolkman","False","False","True","False","True","True","False","False","False","False","True"
"open-in-browser","coderfee","False","False","False","False","False","False","False","False","False","False","False"
"Node.js Exec","Miramac","True","False","True","True","True","True","False","False","False","False","True"
"Gradle Language Support","Naco Siren","False","False","True","True","True","True","False","False","False","False","True"
"Batch Rename","JannisX11","False","False","True","False","True","True","False","False","False","False","False"
"TypeScript Vue Plugin (Volar)","Vue","False","False","True","True","True","True","False","False","False","False","True"
"Swagger Viewer","Arjun G","False","False","True","True","True","True","False","False","False","False","False"
"OpenAPI (Swagger) Editor","42Crunch","False","False","True","True","True","True","False","False","False","False","True"
"python snippets","Ferhat Yalçın","False","False","False","False","False","False","False","False","False","False","False"
"Apache Conf","mrmlnc","False","False","False","False","False","False","False","False","False","False","False"
"Nomo Dark Icon Theme","be5invis","False","False","False","False","False","False","False","False","False","False","False"
"Julia","julialang","True","False","True","True","True","True","False","False","False","True","True"
"pip-packages","etmoffat","False","False","False","False","False","False","False","False","False","False","False"
"vue","liuji-jim","False","False","False","False","False","False","False","False","False","False","False"
"C# Extensions","JosKreativ","False","False","True","True","True","True","False","False","False","False","False"
"VueHelper","oysun","False","False","False","False","True","False","False","False","False","False","False"
"ROS","Microsoft","False","False","True","True","True","True","False","False","False","False","True"
"React Native Snippet","Jundat95","False","False","False","False","False","False","False","False","False","False","False"
"Python-autopep8","himanoa","False","False","False","False","False","False","False","False","False","False","False"
"Cordova Tools","Microsoft","True","True","True","True","True","True","False","False","False","False","True"
"MDX (deprecated)","Matija Marohnić","False","False","False","False","False","False","False","False","False","False","False"
"MySQL Syntax","Jake Bathman","False","False","False","False","False","False","False","False","False","False","False"
"Polyglot Notebooks","Microsoft","False","False","True","True","True","True","True","False","False","False","True"
"Icon Fonts","idleberg","False","False","True","False","False","True","False","False","False","False","False"
"jumpy","wmaurer","False","False","True","True","True","False","False","False","False","False","False"
"Prettier Now","Remi Marsal","True","True","True","True","True","True","True","True","True","True","True"
"HTML Class Suggestions","Anders Ellenshøj Andersen","False","False","True","False","True","False","False","False","False","False","True"
"Extension Uninstaller","CS50","False","False","False","False","False","False","False","False","False","False","False"
"hexdump for VSCode","slevesque","False","False","True","True","True","True","False","False","False","False","True"
"PHP intellisense for codeigniter","small","False","False","True","True","True","True","False","False","False","False","True"
"Azure Terraform","Microsoft","False","False","True","True","True","True","False","False","False","False","True"
"Gremlins tracker for Visual Studio Code","Nicolas Hoizey","False","False","False","False","True","False","False","False","False","False","True"
"Auto Import - ES6, TS, JSX, TSX","Sergey Korenuk","False","False","False","False","False","False","False","False","False","False","False"
"CS50 Duck Debugger","CS50","False","False","False","False","False","False","False","False","False","False","False"
"SSH FS","Kelvin Schoofs","True","True","True","True","True","True","False","False","False","False","True"
"node-snippets","Chris Noring","False","False","False","False","False","False","False","False","False","False","False"
"JSON to TS","MariusAlchimavicius","False","False","True","False","True","True","False","False","False","False","False"
"Markdown Theme Kit","Microsoft","False","False","False","False","False","False","False","False","False","False","False"
"Auto-Using for C#","Fudge","False","False","True","True","True","True","False","False","False","False","False"
".NET Core Tools","Jun Han","False","False","True","False","True","True","False","False","False","False","True"
"Cortex-Debug","marus25","True","True","True","True","True","True","True","False","True","True","True"
"File Downloader","Microsoft DevLabs","False","False","True","True","True","True","False","False","False","False","True"
"Laravel Blade Spacer","Austen Cameron","False","False","True","False","False","False","False","False","False","False","False"
"Dark+ Material","vangware","False","False","True","False","True","False","False","False","False","False","False"
"Indenticator","SirTori","False","False","False","False","True","False","False","False","False","False","False"
"vscode-solution-explorer","Fernando Escolar","False","False","True","True","True","True","False","False","False","False","True"
"Auto Build Marlin","Marlin Firmware","False","False","True","True","True","True","False","False","False","False","True"
"px to rem & rpx & vw (cssrem)","cipchk","False","False","True","True","True","True","False","False","False","False","True"
"MSBuild project tools","tintoy","False","False","False","False","False","False","False","False","False","False","False"
"koroFileHeader","OBKoro1","False","False","True","True","True","True","False","False","False","False","True"
"Angular 2, 4 and upcoming latest TypeScript HTML Snippets","Balram Chavan","False","False","False","False","False","False","False","False","False","False","False"
"All Autocomplete","Atishay Jain","False","False","False","True","True","True","False","False","False","False","False"
"Polish Language Pack for Visual Studio Code","Microsoft","False","False","False","False","False","False","False","False","False","False","False"
"Vue Theme","mariorodeghiero","False","False","False","False","False","False","False","False","False","False","False"
"PostCSS Language Support","csstools","False","False","False","False","False","False","False","False","False","False","False"
"VS Code Jupyter Notebook Previewer","jithurjacob","False","False","True","True","True","True","False","False","False","False","True"
"Prettier - Code formatter","Simon Siefke","False","False","True","True","True","True","False","False","False","False","True"
"Bash IDE","Mads Hartmann","False","False","True","True","True","True","False","False","False","False","True"
"Autoprefixer","mrmlnc","False","False","True","False","True","True","False","False","False","False","True"
"PHP Getters & Setters","phproberto","False","False","True","False","True","True","False","False","False","False","True"
"Unity Snippets","Ycleptic Studios","False","False","False","False","False","False","False","False","False","False","False"
"Arm Assembly","dan-c-underwood","False","False","False","False","False","False","False","False","False","False","False"
"Bash Beautify","Ahmed Hamdy","False","False","True","False","True","True","False","False","False","False","True"
"Preview","Haixin Chen","False","False","True","True","True","True","False","False","False","False","True"
"Qt for Python","Shuang Wu","False","False","True","True","True","True","False","False","False","False","True"
"Markdown Emoji","Matt Bierner","False","False","False","False","True","True","False","False","False","False","True"
"Android iOS Emulator","Diemas Michiels","False","False","False","False","True","True","False","False","False","False","True"
"Bearded Theme","BeardedBear","False","False","True","True","True","False","False","False","False","False","True"
"Preview on Web Server","YuichiNukiyama","False","False","True","True","True","True","False","False","False","False","True"
"Minify","HookyQR","False","False","True","False","True","True","False","False","False","False","False"
"Askia QeXML Generator","Askia","False","False","False","False","False","False","False","False","False","False","False"
"Omni Theme","Rocketseat","False","False","True","True","False","True","False","False","False","False","False"
"Slim","Siang Lim","False","False","False","False","False","False","False","False","False","False","False"
"vue-helper","shenjiaolong","False","False","True","True","True","True","False","False","False","False","True"
"laravel-blade","Christian Howe","False","False","False","False","False","False","False","False","False","False","False"
"Code Time","Software","True","False","True","True","True","True","False","False","False","False","True"
"C/C++ Advanced Lint","Joseph Benden","False","False","True","True","True","True","False","False","False","False","True"
"GitHub Plus Theme","thenikso","False","False","False","False","False","False","False","False","False","False","False"
"Typescript React code snippets","infeng","False","False","False","False","False","False","False","False","False","False","False"
"Pubspec Assist","Jeroen Meijer","False","False","True","True","True","True","False","False","False","False","False"
"CSS Modules","clinyong","False","False","True","True","True","True","False","False","False","False","False"
"Apollo GraphQL","Apollo GraphQL","False","False","True","True","True","True","False","False","False","False","True"
"Auto-Open Markdown Preview","hnw","False","False","False","False","True","True","False","False","False","False","False"
"VSCode simpler Icons with Angular","davidbabel","False","False","False","False","False","False","False","False","False","False","False"
"ElixirLS: Elixir support and debugger","ElixirLS","False","False","True","True","True","True","False","False","False","False","True"
"Data Preview","Random Fractals Inc.","False","False","True","True","True","True","False","False","False","True","True"
"PostgreSQL","Microsoft","True","True","True","True","True","True","True","False","False","False","True"
"Apex Log Analyzer","FinancialForce","False","False","True","True","True","True","False","False","False","False","True"
"Theme - Oceanic Next","Sergii N","False","False","False","False","False","False","False","False","False","False","False"
"Class autocomplete for HTML","AES Soft","False","False","True","True","True","True","False","False","False","False","True"
"Angular 2 TypeScript Emmet","jakethashi","False","False","True","False","True","False","False","False","False","False","True"
"Presentation Mode","CS50","False","False","False","False","False","False","False","False","False","False","False"
"Auto-Save on Window Change","Yurii Zaporozhchenko","False","False","False","False","True","False","False","False","False","False","False"
"Twig Language 2","mblode","False","False","False","False","True","False","False","False","False","False","False"
"Spell Right","Bartosz Antosik","False","False","True","True","True","True","False","False","False","False","True"
"JS Refactor :: JS CodeFormer","Chris Stead","False","False","False","False","False","False","False","False","False","False","False"
"JavaScript Booster","Stephan Burguchev","False","False","True","True","True","True","False","False","False","False","True"
"Azure IoT Hub","Microsoft","True","False","True","True","True","True","False","False","False","False","True"
"Checkstyle for Java","ShengChen","True","False","True","True","True","True","True","False","False","False","True"
"Markdown Checkboxes","Matt Bierner","False","False","False","False","False","True","False","False","False","False","True"
"Django Snippets","bibhasdn","False","False","False","False","False","True","False","False","False","False","False"
"Bridge to Kubernetes","Microsoft","True","True","True","True","True","True","True","False","False","True","True"
"ES7 React/Redux/GraphQL/React-Native snippets","rodrigovallades","False","False","False","False","False","False","False","False","False","False","False"
"Gruvbox Theme","jdinhlife","False","False","False","True","True","False","False","False","False","False","False"
"Document This","oouo-diogo-perdigao","False","False","False","True","True","True","False","False","False","False","True"
"WordPress Snippets","wpprotools.io","False","False","False","False","False","False","False","False","False","False","False"
"ENV","Jakka Prihatna","False","False","True","False","True","False","False","False","False","False","False"
"Lua Debug","actboy168","False","False","True","False","True","True","False","False","False","False","True"
"Lua","keyring","False","False","False","False","False","False","False","False","False","False","False"
"ejs Snippets","TaodongWu","False","False","False","False","False","False","False","False","False","False","False"
"Language PL/SQL","xyz","False","False","True","True","True","True","False","False","False","False","True"
"Deno","denoland","False","False","True","True","True","True","True","False","False","False","True"
"TabOut","Albert Romkes","False","False","False","False","True","False","False","False","False","False","False"
"Angular Material 2, Flex layout 1, Covalent 1 & Material icon snippets","1Ton Technologies","False","False","False","False","False","False","False","False","False","False","False"
"Diff","Fabio Spampinato","False","False","True","True","True","True","False","False","False","False","False"
"HTML to CSS autocompletion","solnurkarim","False","False","True","False","True","True","False","False","False","False","False"
":emojisense:","Matt Bierner","False","False","False","True","True","False","False","False","False","False","False"
"json2ts","Gregor Biswanger","False","False","False","True","True","True","False","False","False","False","False"
"Start git-bash","McCarter","False","False","False","True","True","True","False","False","False","False","True"
"Open Browser Preview","Eno Yao","False","False","True","False","True","True","False","False","False","False","True"
"css-auto-prefix","sporiley","False","False","False","False","True","False","False","False","False","False","False"
"Haskell","Haskell","False","False","True","True","True","True","False","False","True","False","True"
"LaTeX language support","Long Nhat Nguyen","False","False","False","False","False","False","False","False","False","False","False"
"vscode-faker","Budi Irawan","False","False","False","False","False","False","False","False","False","False","False"
"zenkaku","mosapride","False","False","False","False","False","False","False","False","False","False","False"
"Azure Static Web Apps","Microsoft","False","False","True","True","True","True","False","False","False","False","True"
"SimonTest","SimonTest","False","False","False","False","False","False","False","False","False","False","False"
"Slack Theme","Felipe Mendes","False","False","False","False","False","False","False","False","False","False","False"
"Bracket Pair Colorization Toggler","Dzhavat Ushev","False","False","False","True","True","True","False","False","False","False","False"
"anycode","Microsoft","False","False","True","True","True","True","True","False","False","False","True"
"advanced-new-file","patbenatar","False","False","True","False","True","True","False","False","False","False","False"
"Java IDE","JavaHub","False","False","True","True","True","True","False","False","False","False","True"
"ftp-sync","�ukasz Wroński","True","True","True","True","True","True","True","True","True","True","True"
"Atom Material Theme","Tobias Althoff","False","False","False","False","True","False","False","False","False","False","False"
"Elm Emmet","Max Vyz.","False","False","False","False","True","True","False","False","False","False","True"
"SQLTools PostgreSQL/Cockroach Driver","Matheus Teixeira","False","False","True","True","True","True","False","False","False","False","True"
"Sort JSON objects","richie5um2","False","False","True","False","True","True","False","False","False","False","False"
"Vscode Google Translate","funkyremi","False","False","True","True","True","True","False","False","False","False","False"
"Sass Lint (deprecated)","glen-84","False","False","True","True","True","True","False","False","False","False","True"
"Django","Roberth Solís","False","False","False","False","False","True","False","False","False","False","False"
".NET Extension Pack","Microsoft","False","False","True","True","True","True","False","False","False","False","False"
"Rewrap","stkb","False","False","True","True","True","True","False","False","False","False","False"
"Rainglow","Dayle Rees","False","False","False","False","False","False","False","False","False","False","False"
"html tag wrapper","hwencc","False","False","False","False","True","False","False","False","False","False","False"
"PrintCode","nobuhito","False","False","True","True","True","True","False","False","False","False","True"
"Theme","Mhammed Talhaouy","False","False","True","True","True","True","False","False","False","False","True"
"Scala (Metals)","Scalameta","False","False","True","True","True","True","False","False","False","False","True"
"Emmet Live","Yurii Semeniuk","False","False","False","True","True","False","False","False","False","False","False"
"Close HTML/XML tag","Compulim","False","False","False","False","True","False","False","False","False","False","False"
"dart-import","Luan","False","False","False","False","True","True","False","False","False","False","False"
"Live Server (Five Server)","Yannick","False","False","True","True","True","True","False","False","False","False","False"
"Android","adelphes","True","False","True","True","True","True","False","False","False","False","True"
"Java Debug","Bin Deng","False","False","False","False","True","True","False","False","False","False","True"
"Svg Preview","Simon Siefke","True","False","True","True","True","True","True","False","True","False","True"
"Vue.js Extension Pack","Muhammad Ubaid Raza","False","False","False","False","False","False","False","False","False","False","False"
"Rails","周�","True","True","True","True","True","True","True","False","True","False","True"
"Oracle Developer Tools for VS Code (SQL and PLSQL)","Oracle Corporation","False","False","False","False","False","False","False","False","False","False","False"
"Dracula At Night","bceskavich","False","False","True","True","True","False","False","False","False","False","True"
"flask-snippets","cstrap","False","False","False","False","False","False","False","False","False","False","False"
"[Deprecated] Node Debug","Microsoft","False","False","True","True","True","True","False","False","False","False","True"
"compareit","in4margaret","False","False","False","False","True","False","False","False","False","False","False"
"eppz! (C# theme for Unity)","eppz!","False","False","True","True","True","True","False","False","False","False","True"
"HTML Preview","George Oliveira","False","False","True","True","True","True","False","False","False","False","True"
"Bluloco Light Theme","Umut Topuzoğlu","False","False","False","False","False","False","False","False","False","False","False"
"C Compiler","brapifra","False","False","False","False","True","False","False","False","False","False","True"
"Vue VS Code Extension Pack","sarah.drasner","False","False","False","False","False","False","False","False","False","False","False"
"[FF] Flutter Files","Igor Kravchenko","False","False","True","True","True","True","False","False","False","False","False"
"Smarty","imperez","False","False","False","False","False","False","False","False","False","False","False"
"vscode-gemfile","周�","False","False","True","True","True","False","False","False","False","False","False"
"Java Code Generators","Sohibe","False","False","False","True","True","True","False","False","False","False","False"
"Add jsdoc comments","stevencl","False","False","False","False","True","True","False","False","False","False","True"
"Espressif IDF","Espressif Systems","True","False","True","True","True","True","False","False","True","True","True"
"ASP.NET Helper","schneiderpat","False","False","True","False","True","True","False","False","False","False","True"
"Ionic Snippets","fivethree","False","False","False","False","False","False","False","False","False","False","False"
"Todo+","Fabio Spampinato","False","False","True","True","True","True","False","False","False","False","True"
"AsciiDoc","asciidoctor","True","False","True","True","True","True","False","False","True","False","True"
"Multiple clipboards for VSCode","slevesque","False","False","False","False","True","False","False","False","False","False","False"
"vscode-fileheader","mikey","False","False","False","False","True","True","False","False","False","False","False"
"bloc","Felix Angelov","False","False","True","True","True","True","False","False","False","False","True"
"laravel-goto-components","naoray","False","False","True","False","True","True","False","False","False","False","False"
"Log File Highlighter","Emil Åström","False","False","True","False","True","False","False","False","False","False","False"
"NGINX Configuration","William Voyek","False","False","False","False","False","False","False","False","False","False","False"
"JS & CSS Minifier (Minify)","olback","False","False","True","True","True","True","False","False","False","False","True"
"yarn","Gamunu Balagalla","False","False","True","True","True","True","False","False","False","False","True"
"vscode-elixir","Mat McLoughlin","False","False","True","False","True","True","False","False","False","False","True"
"endwise","Kai Wood","False","False","False","True","True","False","False","False","False","False","False"
"GBKtoUTF8","bukas","False","False","True","False","True","True","False","False","False","False","False"
"Laravel Create View","glitchbl","False","False","True","False","True","True","False","False","False","False","False"
"PowerShell Preview","Microsoft","False","False","True","True","True","True","False","False","False","False","True"
"Monokai Night Theme","Fabio Spampinato","False","False","False","False","False","False","False","False","False","False","False"
"Bootstrap 5 Quick Snippets","Anbuselvan Rocky","False","False","False","False","False","False","False","False","False","False","False"
"Hopscotch","idleberg","False","False","False","False","False","False","False","False","False","False","False"
"Java Server Pages (JSP)","Patrik Thorsson","False","False","False","False","False","False","False","False","False","False","False"
"C/C++ GNU Global","Lin Chieh","False","False","False","False","False","False","False","False","False","False","False"
"Docker Compose","p1c2u","False","False","True","False","True","True","False","False","False","False","True"
"Laravel Blade Wrapper","IHunte","False","False","False","False","True","False","False","False","False","False","False"
"AutoHotkey","slevesque","False","False","False","False","False","False","False","False","False","False","False"
"Electron Color Theme","Kus Cámara","False","False","False","False","False","False","False","False","False","False","False"
"Paste Image","mushan","False","False","True","False","True","True","False","False","False","False","True"
"learn-markdown","Microsoft","False","False","False","False","False","False","False","False","False","False","False"
"VS Code for Node.js - Development Pack","NodeSource","False","False","False","False","False","False","False","False","False","False","False"
"New Relic CodeStream: GitHub, GitLab, Bitbucket PRs and Code Review","New Relic","True","False","True","True","True","True","False","False","False","True","True"
"Material Theme Kit","Microsoft","False","False","False","False","False","False","False","False","False","False","False"
"Pascal","Alessandro Fragnani","False","False","True","True","True","True","False","False","False","False","True"
"Modern Fortran","The Fortran Programming Language","False","False","True","True","True","True","True","False","False","False","True"
"Angular Extension Pack","Loiane Groner","False","False","False","False","False","False","False","False","False","False","False"
"Even Better TOML","tamasfe","False","False","True","True","True","True","False","False","False","False","True"
"C# Namespace Autocompletion","Adrian Wilczyński","False","False","True","False","True","True","False","False","False","False","False"
"Blackbox","Blackboxapp","False","False","False","False","False","False","False","False","False","False","False"
"XML Format","Mike Burgh","False","False","False","True","True","False","False","False","False","False","False"
"learn-yaml","Microsoft","True","True","True","True","True","True","False","False","False","False","True"
"VS Code Counter","Kentaro Ushiyama","False","False","True","False","True","True","False","False","False","False","False"
"quickstart","lolkush","False","False","False","False","False","False","False","False","False","False","False"
"Vue 3 Support - All In One","Eno Yao","False","False","True","True","True","True","False","False","False","False","False"
"Azure Data Lake Tools","Microsoft","False","False","False","False","False","False","False","False","False","False","False"
"React Extension Pack","Rajbir Jawanda","False","False","False","False","False","False","False","False","False","False","False"
"Composer","Ioannis Kappas","False","False","True","False","True","True","False","False","False","False","True"
"Duplicate action","mrmlnc","False","False","True","False","True","True","False","False","False","False","False"
"Java Decompiler","David Gileadi","False","False","False","False","False","False","False","False","False","False","False"
"One Dark Theme","Joshua Azemoh","False","False","False","False","False","False","False","False","False","False","False"
"AutoFileName","JerryHong","False","False","False","False","False","False","False","False","False","False","False"
"AngularDoc for Visual Studio Code","AngularDoc.io","False","False","False","False","False","False","False","False","False","False","False"
"autoreactpro","JohnSavadkuhi","False","False","True","False","True","True","False","False","False","False","False"
"Office Viewer(Markdown Editor)","Weijan Chen","True","True","True","True","True","True","True","False","True","True","True"
"C/C++ Build Task","kaysonwu","False","False","True","False","True","True","False","False","False","False","True"
"NuGet Gallery","pcislo","False","False","True","False","True","True","False","False","False","False","True"
"Flatland Monokai Theme","gerane","False","False","False","False","False","False","False","False","False","False","False"
"AL Language","Microsoft","False","False","False","True","True","False","False","False","False","False","True"
"Swift Language","Martin Kase","False","False","False","False","False","False","False","False","False","False","False"
"Apex PMD","Charlie Jonas","False","False","True","True","True","True","False","False","False","False","True"
"Rocketseat ReactJS","Rocketseat","False","False","False","False","False","False","False","False","False","False","False"
"CSS Navigation","pucelle","False","False","True","True","True","True","False","False","False","False","True"
"Python Image Preview","윤대��","False","False","False","True","True","True","False","False","False","False","False"
"Jest Snippets","andys8","False","False","False","False","False","False","False","False","False","False","False"
"es6-string-html","Tobermory","False","False","False","False","False","False","False","False","False","False","False"
"Ruby on Rails","Hridoy","False","False","False","False","False","False","False","False","False","False","False"
"vscode-pets","Anthony Shaw","False","False","True","True","True","True","False","False","False","False","True"
"lit-html","Matt Bierner","False","False","False","False","False","False","False","False","False","False","False"
"Tag Inserter","l7ssha","False","False","False","False","True","False","False","False","False","False","False"
"Azure Kubernetes Service","Microsoft","False","False","True","True","True","True","False","False","False","True","True"
"Markdown+Math","goessner","False","False","True","True","True","True","False","False","False","False","False"
"Bootstrap 4 CDN Snippet","Simen Daehlin","False","False","False","False","False","False","False","False","False","False","False"
"Djaneiro - Django Snippets","Scott Barkman","False","False","False","False","False","False","False","False","False","False","False"
"exe Runner","Brandon Fowler","False","False","False","False","True","False","False","False","False","False","True"
"CS-Script","Oleg Shilo","True","False","True","True","True","True","False","False","False","False","True"
"SQLTools SQLite","Matheus Teixeira","False","False","True","True","True","True","False","False","False","False","True"
"Ansible","Red Hat","False","False","True","True","True","True","False","False","False","False","True"
"Easy icon theme","James Maguire","False","False","False","False","False","False","False","False","False","False","False"
"SQLite Viewer","Florian Klampfer","False","False","True","True","True","True","False","False","False","False","True"
"Command List","yamajyn","False","False","True","False","True","True","False","False","False","False","True"
"Go Nightly","Go Team at Google","False","False","True","True","True","True","False","False","False","False","True"
"Picture Element","Jake Wilson","False","False","False","False","False","False","False","False","False","False","False"
